,TRIP_MILES,TRIP_SECONDS,FARE,COMPANY,TIP_RATE,TRIP_MINUTES
4832,1.1,420,6.0,"Taxicab Insurance Agency, LLC",33.3,7.0
4833,1.1,420,6.75,Taxi Affiliation Services,29.6,7.0
4834,1.1,420,6.75,Taxi Affiliation Services,0.0,7.0
4835,1.1,420,6.5,Taxi Affiliation Services,30.8,7.0
4836,1.04,397,6.25,Flash Cab,0.0,6.616666666666666
4837,0.82,313,5.75,Chicago Independents,0.0,5.216666666666667
4838,1.53,584,9.0,Sun Taxi,11.6,9.733333333333333
4839,1.8,687,9.0,Flash Cab,0.0,11.45
4840,2.4,916,10.75,Sun Taxi,0.0,15.266666666666667
4841,2.07,790,9.75,Chicago Independents,21.0,13.166666666666666
4842,1.36,519,7.5,Flash Cab,26.7,8.65
4843,0.76,290,5.5,Globe Taxi,0.0,4.833333333333333
4844,8.63,3293,32.0,Flash Cab,0.0,54.88333333333333
4845,8.3,3167,29.5,Flash Cab,0.0,52.78333333333333
4846,2.82,1076,11.46,Star North Taxi Management Llc,34.9,17.933333333333334
4847,0.92,351,6.0,Chicago Independents,33.3,5.85
4848,1.19,454,7.0,Chicago Independents,28.6,7.566666666666666
4849,0.97,370,6.25,24 Seven Taxi,32.0,6.166666666666667
4850,0.7,267,5.25,Flash Cab,0.0,4.45
4851,0.75,286,5.5,Flash Cab,54.5,4.766666666666667
4852,1.07,408,6.5,Flash Cab,0.0,6.8
4853,1.01,385,6.5,Medallion Leasin,40.0,6.416666666666667
4854,2.23,850,9.97,Medallion Leasin,23.0,14.166666666666666
4855,1.38,526,9.0,Star North Taxi Management Llc,22.9,8.766666666666667
4856,1.27,484,7.5,Flash Cab,13.3,8.066666666666666
4857,12.13,4622,48.25,Flash Cab,0.0,77.03333333333333
4858,1.74,663,9.0,City Service,21.1,11.05
4859,0.58,221,4.75,Flash Cab,0.0,3.683333333333333
4860,0.79,301,5.5,Flash Cab,0.0,5.016666666666667
4861,1.42,541,7.75,Flash Cab,0.0,9.016666666666667
4862,0.84,320,5.75,City Service,34.8,5.333333333333333
4863,1.1,419,6.75,Flash Cab,44.4,6.983333333333333
4864,0.94,358,6.0,Flash Cab,33.3,5.966666666666667
4865,5.2,1980,20.25,Taxi Affiliation Services,14.8,33.0
4866,0.83,316,9.0,City Service,23.0,5.266666666666667
4867,0.83,316,5.75,Star North Taxi Management Llc,0.0,5.266666666666667
4868,1.76,670,9.0,Blue Ribbon Taxi Association,33.3,11.166666666666666
4869,0.62,236,5.25,Sun Taxi,0.0,3.933333333333333
4870,1.24,472,7.25,Sun Taxi,0.0,7.866666666666666
4871,1.24,472,9.0,Sun Taxi,17.2,7.866666666666666
4872,0.62,236,5.0,Flash Cab,0.0,3.933333333333333
4873,3.92,1492,15.48,Sun Taxi,23.0,24.866666666666667
4874,1.96,746,9.25,Blue Ribbon Taxi Association,36.9,12.433333333333334
4875,7.63,2904,28.0,Flash Cab,0.0,48.4
4876,1.7,647,8.5,Taxicab Insurance Agency Llc,0.0,10.783333333333333
4877,3.5,1332,14.5,Chicago Independents,0.0,22.2
4878,2.31,879,10.46,Blue Ribbon Taxi Association,23.0,14.65
4879,1.18,449,7.0,24 Seven Taxi,25.0,7.483333333333333
4880,0.97,369,6.25,Globe Taxi,0.0,6.15
4881,1.02,388,5.75,City Service,0.0,6.466666666666667
4882,0.56,213,4.75,Sun Taxi,0.0,3.55
4883,0.61,232,9.0,Taxicab Insurance Agency Llc,23.0,3.8666666666666667
4884,1.88,715,9.0,Star North Taxi Management Llc,22.2,11.916666666666666
4885,0.66,251,5.25,Flash Cab,0.0,4.183333333333334
4886,1.42,540,7.25,Taxicab Insurance Agency Llc,0.0,9.0
4887,6.44,2449,25.25,Flash Cab,0.0,40.81666666666667
4888,5.78,2198,21.75,Flash Cab,0.0,36.63333333333333
4889,0.76,289,5.5,Medallion Leasin,0.0,4.816666666666666
4890,2.43,924,11.25,Flash Cab,26.7,15.4
4891,0.96,365,6.25,Sun Taxi,64.0,6.083333333333333
4892,1.01,384,9.0,Koam Taxi Association,23.0,6.4
4893,0.75,285,5.5,Flash Cab,0.0,4.75
4894,3.0,1140,13.0,Taxi Affiliation Services,25.8,19.0
4895,0.65,247,5.25,Taxicab Insurance Agency Llc,76.2,4.116666666666666
4896,8.04,3055,29.75,Flash Cab,0.0,50.916666666666664
4897,1.49,566,8.0,Taxicab Insurance Agency Llc,0.0,9.433333333333334
4898,0.99,376,6.25,City Service,27.6,6.266666666666667
4899,4.69,1781,17.75,Sun Taxi,30.8,29.683333333333334
4900,2.02,767,9.75,Flash Cab,30.8,12.783333333333333
4901,1.33,505,7.5,Flash Cab,0.0,8.416666666666666
4902,1.72,653,9.0,City Service,23.0,10.883333333333333
4903,1.08,410,6.5,City Service,0.0,6.833333333333333
4904,1.86,706,8.75,Flash Cab,0.0,11.766666666666667
4905,0.88,334,6.0,Sun Taxi,16.7,5.566666666666666
4906,1.27,482,7.5,Patriot Taxi Dba Peace Taxi Associat,0.0,8.033333333333333
4907,2.1,797,9.5,Chicago Independents,0.0,13.283333333333333
4908,1.66,630,8.25,City Service,0.0,10.5
4909,1.61,611,8.25,Flash Cab,26.5,10.183333333333334
4910,1.17,444,6.75,Flash Cab,29.6,7.4
4911,1.17,444,7.0,Sun Taxi,0.0,7.4
4912,1.17,444,7.0,Sun Taxi,42.9,7.4
4913,2.29,869,9.75,Flash Cab,0.0,14.483333333333333
4914,6.57,2493,27.5,Flash Cab,0.0,41.55
4915,6.86,2603,28.75,Flash Cab,0.0,43.38333333333333
4916,1.75,664,8.75,24 Seven Taxi,0.0,11.066666666666666
4917,2.77,1051,11.55,Chicago Independents,0.0,17.516666666666666
4918,1.7,645,8.75,Star North Taxi Management Llc,34.3,10.75
4919,1.7,645,8.5,Flash Cab,0.0,10.75
4920,1.7,645,8.25,City Service,8.6,10.75
4921,1.36,516,7.5,Sun Taxi,26.7,8.6
4922,0.63,239,5.0,24 Seven Taxi,40.0,3.9833333333333334
4923,1.55,588,8.0,Sun Taxi,0.0,9.8
4924,1.16,440,7.0,Star North Taxi Management Llc,26.7,7.333333333333333
4925,1.16,440,6.75,Flash Cab,0.0,7.333333333333333
4926,1.11,421,7.0,Flash Cab,0.0,7.016666666666667
4927,1.11,421,6.5,City Service,10.8,7.016666666666667
4928,1.06,402,6.25,Flash Cab,41.4,6.7
4929,2.12,804,9.75,Flash Cab,0.0,13.4
4930,2.93,1111,12.0,City Service,0.0,18.516666666666666
4931,14.4,5460,3.25,Top Cab Affiliation,0.0,91.0
4932,4.03,1528,16.0,Blue Ribbon Taxi Association,0.0,25.466666666666665
4933,0.67,254,9.0,Chicago Independents,23.0,4.233333333333333
4934,1.34,508,9.0,Sun Taxi,23.0,8.466666666666667
4935,1.1,417,6.75,Medallion Leasin,0.0,6.95
4936,2.39,906,10.52,Taxicab Insurance Agency Llc,47.5,15.1
4937,1.48,561,8.0,City Service,0.0,9.35
4938,1.86,705,9.0,Blue Ribbon Taxi Association,23.0,11.75
4939,1.76,667,9.0,Sun Taxi,23.0,11.116666666666667
4940,1.9,720,9.25,Taxi Affiliation Services,21.6,12.0
4941,1.9,720,9.25,Choice Taxi Association,29.3,12.0
4942,1.9,720,9.0,KOAM Taxi Association,0.0,12.0
4943,1.9,720,9.25,"Taxicab Insurance Agency, LLC",32.4,12.0
4944,1.9,720,9.0,Choice Taxi Association,22.2,12.0
4945,1.9,720,9.25,Globe Taxi,0.0,12.0
4946,1.9,720,9.25,Top Cab Affiliation,43.2,12.0
4947,1.9,720,9.25,24 Seven Taxi,0.0,12.0
4948,1.9,720,9.0,Taxi Affiliation Services,44.4,12.0
4949,1.9,720,9.5,Taxi Affiliation Services,0.0,12.0
4950,1.9,720,9.75,"Taxicab Insurance Agency, LLC",0.0,12.0
4951,1.9,720,9.0,"Taxicab Insurance Agency, LLC",0.0,12.0
4952,2.28,864,10.75,Sun Taxi,0.0,14.4
4953,1.52,576,8.0,Flash Cab,37.5,9.6
4954,5.7,2160,22.0,Taxi Affiliation Services,0.0,36.0
4955,1.66,629,8.5,Sun Taxi,31.6,10.483333333333333
4956,1.61,610,8.25,City Service,24.2,10.166666666666666
4957,1.23,466,9.0,Flash Cab,0.0,7.766666666666667
4958,0.52,197,4.75,Flash Cab,0.0,3.283333333333333
4959,1.37,519,7.5,Flash Cab,0.0,8.65
4960,1.51,572,8.0,Blue Ribbon Taxi Association,25.0,9.533333333333333
4961,0.99,375,6.25,Flash Cab,0.0,6.25
4962,0.99,375,6.5,Flash Cab,0.0,6.25
4963,4.19,1587,14.7,Flash Cab,34.5,26.45
4964,0.8,303,5.25,City Service,76.2,5.05
4965,2.07,784,9.75,City Service,17.0,13.066666666666666
4966,1.74,659,8.75,City Service,34.3,10.983333333333333
4967,0.94,356,6.0,Medallion Leasin,50.0,5.933333333333334
4968,1.08,409,6.75,Sun Taxi,0.0,6.816666666666666
4969,0.61,231,5.0,Flash Cab,0.0,3.85
4970,3.8,1439,13.92,Chicago Independents,11.5,23.983333333333334
4971,1.64,621,8.5,City Service,0.0,10.35
4972,1.31,496,7.5,Sun Taxi,0.0,8.266666666666667
4973,1.45,549,11.0,Flash Cab,11.7,9.15
4974,3.41,1291,12.94,Sun Taxi,5.7,21.516666666666666
4975,1.54,583,8.25,City Service,24.2,9.716666666666667
4976,2.93,1109,13.0,City Service,0.0,18.483333333333334
4977,1.44,545,8.0,City Service,37.5,9.083333333333334
4978,1.39,526,7.75,Flash Cab,0.0,8.766666666666667
4979,2.5,946,10.09,City Service,20.7,15.766666666666667
4980,6.62,2505,24.0,Flash Cab,0.0,41.75
4981,1.57,594,9.0,Taxicab Insurance Agency Llc,22.9,9.9
4982,0.6,227,9.0,Sun Taxi,0.0,3.783333333333333
4983,4.24,1604,16.75,Medallion Leasin,0.0,26.733333333333334
4984,1.84,696,9.0,Medallion Leasin,0.0,11.6
4985,1.24,469,7.0,Star North Taxi Management Llc,57.1,7.816666666666666
4986,1.1,416,6.75,Medallion Leasin,0.0,6.933333333333334
4987,0.96,363,6.25,Flash Cab,0.0,6.05
4988,0.96,363,6.25,Taxicab Insurance Agency Llc,0.0,6.05
4989,1.6,605,8.25,Medallion Leasin,0.0,10.083333333333334
4990,2.1,794,9.16,Sun Taxi,23.0,13.233333333333333
4991,3.73,1410,16.51,Flash Cab,23.0,23.5
4992,8.91,3368,32.5,Flash Cab,0.0,56.13333333333333
4993,2.5,945,12.36,Sun Taxi,28.7,15.75
4994,0.59,223,5.0,Flash Cab,0.0,3.716666666666667
4995,0.77,291,9.0,Sun Taxi,23.0,4.85
4996,0.77,291,5.5,24 Seven Taxi,0.0,4.85
4997,1.17,442,6.75,Blue Ribbon Taxi Association,0.0,7.366666666666666
4998,0.9,340,6.0,Sun Taxi,0.0,5.666666666666667
4999,1.26,476,7.25,Flash Cab,27.6,7.933333333333334
5000,2.25,850,9.78,Globe Taxi,11.6,14.166666666666666
5001,0.9,340,5.75,Taxicab Insurance Agency Llc,0.0,5.666666666666667
5002,0.72,272,9.0,Sun Taxi,23.0,4.533333333333333
5003,2.7,1020,11.25,Top Cab Affiliation,0.0,17.0
5004,0.54,204,4.75,Flash Cab,0.0,3.4
5005,1.08,408,6.75,Star North Taxi Management Llc,0.0,6.8
5006,2.7,1020,11.75,Taxi Affiliation Services,0.0,17.0
5007,2.7,1020,11.5,Taxi Affiliation Services,30.9,17.0
5008,2.7,1020,12.0,Taxi Affiliation Services,20.8,17.0
5009,0.54,204,9.0,Sun Taxi,23.0,3.4
5010,3.72,1405,14.52,Taxicab Insurance Agency Llc,0.0,23.416666666666668
5011,1.03,389,6.5,24 Seven Taxi,0.0,6.483333333333333
5012,0.58,219,5.0,Medallion Leasin,20.0,3.65
5013,1.16,438,7.0,24 Seven Taxi,0.0,7.3
5014,1.74,657,9.0,Medallion Leasin,0.0,10.95
5015,1.82,687,9.0,City Service,33.3,11.45
5016,4.26,1608,16.75,Flash Cab,0.0,26.8
5017,0.93,351,6.0,Star North Taxi Management Llc,33.3,5.85
5018,0.62,234,5.0,Sun Taxi,0.0,3.9
5019,1.24,468,7.25,Sun Taxi,27.6,7.8
5020,1.46,551,7.75,Flash Cab,0.0,9.183333333333334
5021,2.96,1117,12.92,Sun Taxi,11.5,18.616666666666667
5022,1.06,400,6.5,City Service,46.2,6.666666666666667
5023,1.98,747,9.5,Flash Cab,0.0,12.45
5024,0.88,332,5.75,Flash Cab,0.0,5.533333333333333
5025,3.56,1343,14.25,Flash Cab,0.0,22.383333333333333
5026,1.45,547,9.0,Sun Taxi,23.0,9.116666666666667
5027,3.5,1320,14.0,Taxi Affiliation Services,0.0,22.0
5028,3.5,1320,14.0,Taxi Affiliation Services,0.0,22.0
5029,3.5,1320,15.0,Taxi Affiliation Services,0.0,22.0
5030,0.96,362,9.0,Chicago Independents,46.0,6.033333333333333
5031,1.22,460,9.0,City Service,0.0,7.666666666666667
5032,1.61,607,8.25,Flash Cab,0.0,10.116666666666667
5033,4.35,1640,18.29,Sun Taxi,28.8,27.333333333333332
5034,2.0,754,9.75,Patriot Taxi Dba Peace Taxi Associat,0.0,12.566666666666666
5035,2.43,916,10.5,City Service,20.8,15.266666666666667
5036,1.43,539,7.5,Medallion Leasin,26.7,8.983333333333333
5037,2.6,980,10.37,Sun Taxi,17.3,16.333333333333332
5038,0.65,245,5.0,Flash Cab,0.0,4.083333333333333
5039,1.04,392,6.5,Sun Taxi,0.0,6.533333333333333
5040,1.04,392,6.75,Medallion Leasin,29.6,6.533333333333333
5041,1.34,505,7.5,Flash Cab,40.0,8.416666666666666
5042,0.69,260,5.25,Sun Taxi,76.2,4.333333333333333
5043,1.68,633,9.0,Taxicab Insurance Agency Llc,23.0,10.55
5044,0.86,324,5.75,Blue Ribbon Taxi Association,0.0,5.4
5045,4.3,1620,17.25,"Taxicab Insurance Agency, LLC",0.0,27.0
5046,7.86,2961,29.75,Flash Cab,0.0,49.35
5047,0.6,226,5.0,City Service,80.0,3.7666666666666666
5048,2.7,1017,12.0,City Service,0.0,16.95
5049,0.9,339,6.0,Flash Cab,0.0,5.65
5050,2.27,855,9.86,Taxicab Insurance Agency Llc,23.0,14.25
5051,1.07,403,9.0,City Service,23.0,6.716666666666667
5052,7.36,2772,28.25,Flash Cab,0.0,46.2
5053,1.75,659,9.0,Globe Taxi,0.0,10.983333333333333
5054,2.26,851,10.5,Flash Cab,28.6,14.183333333333334
5055,0.98,369,6.0,Medallion Leasin,0.0,6.15
5056,1.15,433,6.75,Flash Cab,29.6,7.216666666666667
5057,2.47,930,10.27,City Service,23.0,15.5
5058,3.15,1186,13.5,24 Seven Taxi,0.0,19.766666666666666
5059,1.36,512,7.5,Taxicab Insurance Agency Llc,0.0,8.533333333333333
5060,1.4,527,7.5,City Service,40.0,8.783333333333333
5061,4.66,1754,16.76,Star North Taxi Management Llc,17.2,29.233333333333334
5062,1.44,542,7.75,Sun Taxi,25.8,9.033333333333333
5063,0.55,207,4.75,Taxicab Insurance Agency Llc,32.0,3.45
5064,0.55,207,4.75,City Service,34.8,3.45
5065,3.55,1336,14.0,Flash Cab,0.0,22.266666666666666
5066,1.31,493,9.0,City Service,23.0,8.216666666666667
5067,0.84,316,9.0,Blue Ribbon Taxi Association,17.2,5.266666666666667
5068,2.31,869,10.25,Flash Cab,19.5,14.483333333333333
5069,0.67,252,5.25,Taxicab Insurance Agency Llc,38.1,4.2
5070,0.67,252,5.25,Taxicab Insurance Agency Llc,19.0,4.2
5071,2.01,756,9.75,Sun Taxi,0.0,12.6
5072,0.71,267,5.25,Flash Cab,0.0,4.45
5073,1.25,470,7.0,Taxicab Insurance Agency Llc,0.0,7.833333333333333
5074,1.0,376,6.25,Chicago Independents,48.5,6.266666666666667
5075,5.83,2192,20.75,Flash Cab,20.5,36.53333333333333
5076,1.87,703,9.0,24 Seven Taxi,0.0,11.716666666666667
5077,0.54,203,4.75,Flash Cab,84.2,3.3833333333333333
5078,1.66,624,8.0,City Service,25.0,10.4
5079,0.58,218,4.75,City Service,0.0,3.6333333333333333
5080,1.16,436,23.56,24 Seven Taxi,23.8,7.266666666666667
5081,0.62,233,5.0,Star North Taxi Management Llc,40.0,3.8833333333333333
5082,1.28,481,7.25,City Service,0.0,8.016666666666667
5083,0.66,248,5.25,Flash Cab,57.1,4.133333333333334
5084,1.36,511,7.25,Flash Cab,0.0,8.516666666666667
5085,9.46,3554,33.0,City Service,0.0,59.233333333333334
5086,0.74,278,5.5,Flash Cab,109.1,4.633333333333334
5087,1.19,447,7.0,Star North Taxi Management Llc,0.0,7.45
5088,1.31,492,7.0,Flash Cab,21.4,8.2
5089,1.76,661,9.0,Star North Taxi Management Llc,22.9,11.016666666666667
5090,1.35,507,7.25,Star North Taxi Management Llc,0.0,8.45
5091,1.35,507,7.25,Flash Cab,41.4,8.45
5092,1.35,507,7.5,Blue Ribbon Taxi Association,0.0,8.45
5093,2.33,875,10.02,Sun Taxi,20.7,14.583333333333334
5094,0.94,353,6.5,Flash Cab,61.5,5.883333333333334
5095,7.72,2899,29.5,Flash Cab,0.0,48.31666666666667
5096,0.98,368,6.25,Flash Cab,48.0,6.133333333333334
5097,2.98,1119,10.72,Globe Taxi,0.0,18.65
5098,1.63,612,8.25,City Service,0.0,10.2
5099,5.66,2125,21.5,Sun Taxi,0.0,35.416666666666664
5100,1.14,428,6.5,Sun Taxi,0.0,7.133333333333334
5101,1.18,443,9.0,Medallion Leasin,23.0,7.383333333333334
5102,0.61,229,4.75,Sun Taxi,0.0,3.816666666666667
5103,1.83,687,9.25,Taxicab Insurance Agency Llc,216.2,11.45
5104,3.13,1175,12.75,Sun Taxi,0.0,19.583333333333332
5105,1.3,488,9.0,24 Seven Taxi,23.0,8.133333333333333
5106,0.69,259,5.25,Chicago Independents,0.0,4.316666666666666
5107,1.86,698,9.0,Star North Taxi Management Llc,0.0,11.633333333333333
5108,1.01,379,6.25,Blue Ribbon Taxi Association,64.0,6.316666666666666
5109,2.06,773,9.75,Flash Cab,37.2,12.883333333333333
5110,1.21,454,6.75,Star North Taxi Management Llc,10.7,7.566666666666666
5111,2.94,1103,13.25,Flash Cab,0.0,18.383333333333333
5112,1.65,619,9.0,Globe Taxi,17.2,10.316666666666666
5113,2.09,784,9.5,Flash Cab,21.1,13.066666666666666
5114,2.33,874,10.5,Medallion Leasin,0.0,14.566666666666666
5115,2.73,1024,10.37,Globe Taxi,23.0,17.066666666666666
5116,3.17,1189,13.0,Taxicab Insurance Agency Llc,0.0,19.816666666666666
5117,2.4,900,10.75,Taxi Affiliation Services,26.0,15.0
5118,2.28,855,10.0,Flash Cab,0.0,14.25
5119,3.68,1380,14.5,Flash Cab,0.0,23.0
5120,0.84,315,5.75,Flash Cab,0.0,5.25
5121,1.2,450,9.25,Globe Taxi,43.2,7.5
5122,2.4,900,10.5,Taxi Affiliation Services,0.0,15.0
5123,1.08,405,9.0,Medallion Leasin,23.0,6.75
5124,0.92,345,6.0,Sun Taxi,0.0,5.75
5125,0.8,300,5.5,Taxi Affiliation Services,0.0,5.0
5126,0.8,300,5.5,Top Cab Affiliation,25.0,5.0
5127,0.8,300,5.75,"Taxicab Insurance Agency, LLC",52.2,5.0
5128,0.8,300,5.5,Taxi Affiliation Services,0.0,5.0
5129,0.8,300,5.75,Taxi Affiliation Services,0.0,5.0
5130,0.8,300,5.5,"Taxicab Insurance Agency, LLC",0.0,5.0
5131,0.8,300,5.5,Taxi Affiliation Services,0.0,5.0
5132,0.8,300,5.75,Taxi Affiliation Services,69.0,5.0
5133,0.8,300,5.5,"Taxicab Insurance Agency, LLC",54.5,5.0
5134,0.8,300,5.5,Taxi Affiliation Services,36.4,5.0
5135,1.6,600,8.0,Taxi Affiliation Services,25.0,10.0
5136,1.6,600,8.25,Top Cab Affiliation,0.0,10.0
5137,0.8,300,5.25,Taxi Affiliation Services,0.0,5.0
5138,1.6,600,8.0,Taxi Affiliation Services,0.0,10.0
5139,0.8,300,5.75,Globe Taxi,21.7,5.0
5140,0.8,300,5.5,Taxi Affiliation Services,0.0,5.0
5141,1.6,600,8.25,Top Cab Affiliation,24.2,10.0
5142,1.6,600,8.25,Choice Taxi Association,24.2,10.0
5143,0.8,300,5.75,Top Cab Affiliation,29.6,5.0
5144,0.8,300,5.5,Chicago Independents,37.5,5.0
5145,0.8,300,5.5,U Taxicab,45.5,5.0
5146,1.6,600,8.0,"Taxicab Insurance Agency, LLC",0.0,10.0
5147,0.8,300,5.5,Choice Taxi Association,0.0,5.0
5148,1.6,600,10.0,"Taxicab Insurance Agency, LLC",10.0,10.0
5149,0.8,300,5.75,Taxi Affiliation Services,0.0,5.0
5150,1.6,600,8.25,Taxi Affiliation Services,24.2,10.0
5151,0.8,300,5.5,Taxi Affiliation Services,0.0,5.0
5152,1.6,600,7.75,Globe Taxi,0.0,10.0
5153,1.6,600,8.5,U Taxicab,42.1,10.0
5154,1.6,600,8.25,Koam Taxi Association,36.4,10.0
5155,0.8,300,5.75,Choice Taxi Association,59.3,5.0
5156,1.6,600,8.25,Chicago Independents,0.0,10.0
5157,0.8,300,5.75,Globe Taxi,52.2,5.0
5158,1.6,600,8.0,Choice Taxi Association,0.0,10.0
5159,0.8,300,5.75,Top Cab Affiliation,34.8,5.0
5160,0.8,300,5.75,Chicago Independents,52.2,5.0
5161,0.8,300,5.5,Taxi Affiliation Services,30.9,5.0
5162,1.6,600,8.25,"Taxicab Insurance Agency, LLC",36.4,10.0
5163,0.8,300,5.75,Blue Ribbon Taxi Association Inc.,34.8,5.0
5164,0.8,300,5.75,Taxi Affiliation Services,0.0,5.0
5165,0.8,300,5.25,"Taxicab Insurance Agency, LLC",38.1,5.0
5166,0.8,300,5.75,Top Cab Affiliation,17.4,5.0
5167,0.8,300,5.5,Taxi Affiliation Services,90.9,5.0
5168,1.6,600,8.0,Taxi Affiliation Services,0.0,10.0
5169,0.8,300,5.75,Chicago Independents,55.2,5.0
5170,0.8,300,5.5,Taxi Affiliation Services,0.0,5.0
5171,0.8,300,5.5,Choice Taxi Association,36.4,5.0
5172,0.8,300,5.5,Taxi Affiliation Services,46.2,5.0
5173,0.8,300,5.75,Taxi Affiliation Services,34.8,5.0
5174,1.6,600,7.75,Taxi Affiliation Services,0.0,10.0
5175,0.8,300,5.75,Taxi Affiliation Services,44.4,5.0
5176,0.8,300,5.75,"Taxicab Insurance Agency, LLC",0.0,5.0
5177,1.6,600,8.5,Taxi Affiliation Services,0.0,10.0
5178,1.6,600,8.5,Taxi Affiliation Services,0.0,10.0
5179,1.6,600,8.5,Globe Taxi,0.0,10.0
5180,1.6,600,8.25,Choice Taxi Association,24.2,10.0
5181,0.8,300,6.0,Taxi Affiliation Services,37.5,5.0
5182,0.8,300,5.75,Taxi Affiliation Services,0.0,5.0
5183,1.6,600,8.25,Medallion Leasin,0.0,10.0
5184,0.8,300,5.5,"Taxicab Insurance Agency, LLC",0.0,5.0
5185,1.6,600,8.25,Taxi Affiliation Services,28.6,10.0
5186,0.8,300,5.75,Taxi Affiliation Services,87.0,5.0
5187,1.6,600,8.25,"Taxicab Insurance Agency, LLC",32.4,10.0
5188,0.8,300,5.5,Taxi Affiliation Services,0.0,5.0
5189,0.8,300,5.75,Taxi Affiliation Services,0.0,5.0
5190,1.6,600,8.25,"Taxicab Insurance Agency, LLC",24.2,10.0
5191,0.8,300,5.5,Taxi Affiliation Services,36.4,5.0
5192,0.8,300,5.75,Taxi Affiliation Services,52.2,5.0
5193,0.8,300,5.5,Taxi Affiliation Services,0.0,5.0
5194,0.8,300,5.5,Choice Taxi Association,36.4,5.0
5195,0.8,300,5.5,Top Cab Affiliation,0.0,5.0
5196,0.8,300,5.5,Taxi Affiliation Services,0.0,5.0
5197,1.6,600,8.5,"Taxicab Insurance Agency, LLC",35.3,10.0
5198,1.6,600,8.0,Top Cab Affiliation,0.0,10.0
5199,1.6,600,8.5,"Taxicab Insurance Agency, LLC",23.5,10.0
5200,0.8,300,5.5,Taxi Affiliation Services,0.0,5.0
5201,0.8,300,5.75,Choice Taxi Association,29.6,5.0
5202,0.8,300,5.5,Taxi Affiliation Services,0.0,5.0
5203,0.8,300,5.75,Taxi Affiliation Services,0.0,5.0
5204,1.76,660,8.75,Taxicab Insurance Agency Llc,0.0,11.0
5205,0.8,300,5.5,Top Cab Affiliation,36.4,5.0
5206,0.8,300,5.5,Globe Taxi,54.5,5.0
5207,0.8,300,5.5,Top Cab Affiliation,36.4,5.0
5208,0.8,300,5.75,Choice Taxi Association,0.0,5.0
5209,0.8,300,5.75,Taxi Affiliation Services,0.0,5.0
5210,0.8,300,6.0,Top Cab Affiliation,0.0,5.0
5211,4.22,1582,15.5,Medallion Leasin,20.6,26.366666666666667
5212,1.95,731,9.0,Taxicab Insurance Agency Llc,23.0,12.183333333333334
5213,7.7,2886,29.25,Flash Cab,0.0,48.1
5214,1.19,446,9.0,Koam Taxi Association,23.0,7.433333333333334
5215,4.56,1709,17.75,Flash Cab,11.3,28.483333333333334
5216,1.11,416,6.75,City Service,29.6,6.933333333333334
5217,2.14,802,9.75,Flash Cab,30.8,13.366666666666667
5218,2.97,1113,10.48,Taxicab Insurance Agency Llc,23.0,18.55
5219,4.95,1855,15.66,Chicago Independents,23.0,30.916666666666668
5220,1.94,727,9.5,Flash Cab,0.0,12.116666666666667
5221,1.46,547,8.0,Flash Cab,0.0,9.116666666666667
5222,1.97,738,9.5,Chicago Independents,0.0,12.3
5223,9.81,3675,35.25,City Service,0.0,61.25
5224,0.59,221,5.0,Flash Cab,20.0,3.683333333333333
5225,1.06,397,6.75,Flash Cab,29.6,6.616666666666666
5226,1.49,558,9.0,City Service,11.6,9.3
5227,1.88,704,9.0,Medallion Leasin,17.2,11.733333333333333
5228,1.41,528,9.0,City Service,23.0,8.8
5229,2.31,865,10.75,Sun Taxi,37.2,14.416666666666666
5230,1.37,513,7.5,Flash Cab,0.0,8.55
5231,0.9,337,5.75,Flash Cab,52.2,5.616666666666666
5232,1.8,674,9.0,Flash Cab,22.2,11.233333333333333
5233,1.64,614,8.5,Flash Cab,0.0,10.233333333333333
5234,9.03,3380,34.25,Flash Cab,0.0,56.333333333333336
5235,7.19,2691,28.0,Flash Cab,0.0,44.85
5236,1.71,640,8.25,Taxicab Insurance Agency Llc,43.2,10.666666666666666
5237,1.71,640,8.5,Globe Taxi,0.0,10.666666666666666
5238,2.72,1018,11.0,Star North Taxi Management Llc,0.0,16.966666666666665
5239,1.01,378,6.25,Star North Taxi Management Llc,32.0,6.3
5240,1.01,378,6.25,Sun Taxi,16.0,6.3
5241,3.06,1145,13.0,Flash Cab,20.8,19.083333333333332
5242,3.79,1418,15.0,Flash Cab,0.0,23.633333333333333
5243,1.35,505,7.5,Taxicab Insurance Agency Llc,53.3,8.416666666666666
5244,1.04,389,6.5,Flash Cab,253.8,6.483333333333333
5245,3.58,1339,14.5,City Service,20.7,22.316666666666666
5246,0.5,187,9.0,Chicago Independents,0.0,3.1166666666666667
5247,0.73,273,5.25,Flash Cab,0.0,4.55
5248,1.15,430,9.0,City Service,23.0,7.166666666666667
5249,0.69,258,9.0,City Service,23.0,4.3
5250,1.8,673,8.75,City Service,0.0,11.216666666666667
5251,1.95,729,9.9,Sun Taxi,22.9,12.15
5252,0.65,243,5.25,Flash Cab,0.0,4.05
5253,1.91,714,9.25,Flash Cab,18.6,11.9
5254,2.29,856,10.25,City Service,0.0,14.266666666666667
5255,1.22,456,6.75,Flash Cab,0.0,7.6
5256,0.99,370,6.25,Star North Taxi Management Llc,41.4,6.166666666666667
5257,1.94,725,9.25,Taxicab Insurance Agency Llc,0.0,12.083333333333334
5258,0.57,213,4.75,Flash Cab,0.0,3.55
5259,0.76,284,5.5,Sun Taxi,18.2,4.733333333333333
